telemetry_id,asset_id,timestamp,temperature_c,vibration_mm_s,current_amps,voltage_v,operating_hours,runtime_hours,is_abnormal,failure_risk
509,XFRM-001,2026-08-28T00:17:19,55.0,0.39,180.0,413.7,24005.0,1.0,0,0.8
510,XFRM-001,2026-08-28T01:17:19,55.5,0.39,179.8,417.4,24006.0,1.0,0,0.8
511,XFRM-001,2026-08-28T02:17:19,55.0,0.64,180.2,415.6,24007.0,1.0,0,0.8
512,XFRM-001,2026-08-28T03:17:19,54.0,0.31,180.6,416.2,24008.0,1.0,0,0.8
513,XFRM-001,2026-08-28T04:17:19,54.4,0.5,180.0,412.9,24009.0,1.0,0,0.8
514,XFRM-001,2026-08-28T05:17:19,55.6,0.35,179.9,410.7,24010.0,1.0,0,0.8
515,XFRM-001,2026-08-28T06:17:19,53.7,0.38,179.7,413.2,24011.0,1.0,0,0.8
516,XFRM-001,2026-08-28T07:17:19,54.8,0.29,180.7,415.0,24012.0,1.0,0,0.8
517,XFRM-001,2026-08-28T08:17:19,56.3,0.36,180.4,411.6,24013.0,1.0,0,0.8
518,XFRM-001,2026-08-28T09:17:19,54.7,0.41,179.0,413.1,24014.0,1.0,0,0.8
519,XFRM-001,2026-08-28T10:17:19,54.4,0.3,180.5,420.1,24015.0,1.0,0,0.8
520,XFRM-001,2026-08-28T11:17:19,55.9,0.61,179.9,411.9,24016.0,1.0,0,0.8
521,XFRM-001,2026-08-28T12:17:19,57.6,0.48,180.0,412.4,24017.0,1.0,0,0.8
522,XFRM-001,2026-08-28T13:17:19,53.8,0.31,179.4,412.6,24018.0,1.0,0,0.8
523,XFRM-001,2026-08-28T14:17:19,54.8,0.42,179.5,414.4,24019.0,1.0,0,0.8
524,XFRM-001,2026-08-28T15:17:19,54.9,0.3,180.9,414.8,24020.0,1.0,0,0.8
525,XFRM-001,2026-08-28T16:17:19,54.4,0.29,180.4,415.8,24021.0,1.0,0,0.8
526,XFRM-001,2026-08-28T17:17:19,55.1,0.18,180.2,415.9,24022.0,1.0,0,0.8
527,XFRM-001,2026-08-28T18:17:19,54.6,0.12,180.6,422.3,24023.0,1.0,0,0.8
528,XFRM-001,2026-08-28T19:17:19,53.1,0.45,180.0,410.2,24024.0,1.0,0,0.8
529,XFRM-001,2026-08-28T20:17:19,55.3,0.41,180.0,418.0,24025.0,1.0,0,0.8
530,XFRM-001,2026-08-28T21:17:19,56.3,0.48,180.0,412.4,24026.0,1.0,0,0.8
531,XFRM-001,2026-08-28T22:17:19,54.6,0.15,180.0,409.1,24027.0,1.0,0,0.8
532,XFRM-001,2026-08-28T23:17:19,55.0,0.44,180.3,410.8,24028.0,1.0,0,0.8
533,XFRM-001,2026-08-29T00:17:19,54.6,0.21,180.5,413.1,24029.0,1.0,0,0.8
534,XFRM-001,2026-08-29T01:17:19,54.9,0.52,180.4,418.2,24030.0,1.0,0,0.8
535,XFRM-001,2026-08-29T02:17:19,53.5,0.5,179.0,413.7,24031.0,1.0,0,0.8
536,XFRM-001,2026-08-29T03:17:19,55.6,0.36,179.9,415.5,24032.0,1.0,0,0.8
537,XFRM-001,2026-08-29T04:17:19,54.2,0.42,180.6,411.5,24033.0,1.0,0,0.8
538,XFRM-001,2026-08-29T05:17:19,54.1,0.5,179.6,416.1,24034.0,1.0,0,0.8
539,XFRM-001,2026-08-29T06:17:19,54.8,0.34,179.8,414.1,24035.0,1.0,0,0.8
540,XFRM-001,2026-08-29T07:17:19,57.8,0.72,179.9,417.8,24036.0,1.0,0,0.8
541,XFRM-001,2026-08-29T08:17:19,53.8,0.64,180.1,413.5,24037.0,1.0,0,0.8
542,XFRM-001,2026-08-29T09:17:19,54.7,0.47,180.2,416.3,24038.0,1.0,0,0.8
543,XFRM-001,2026-08-29T10:17:19,56.0,0.38,180.4,414.9,24039.0,1.0,0,0.8
544,XFRM-001,2026-08-29T11:17:19,55.4,0.68,179.1,419.0,24040.0,1.0,0,0.8
545,XFRM-001,2026-08-29T12:17:19,55.0,0.49,181.1,412.2,24041.0,1.0,0,0.8
546,XFRM-001,2026-08-29T13:17:19,55.0,0.42,180.7,412.8,24042.0,1.0,0,0.8
547,XFRM-001,2026-08-29T14:17:19,56.1,0.4,180.1,413.1,24043.0,1.0,0,0.8
548,XFRM-001,2026-08-29T15:17:19,55.1,0.16,180.0,416.1,24044.0,1.0,0,0.8
549,XFRM-001,2026-08-29T16:17:19,54.4,0.39,180.3,417.2,24045.0,1.0,0,0.8
550,XFRM-001,2026-08-29T17:17:19,55.0,0.26,180.6,417.8,24046.0,1.0,0,0.8
551,XFRM-001,2026-08-29T18:17:19,55.5,0.64,178.7,411.8,24047.0,1.0,0,0.8
552,XFRM-001,2026-08-29T19:17:19,56.7,0.5,180.6,410.7,24048.0,1.0,0,0.8
553,XFRM-001,2026-08-29T20:17:19,53.2,0.6,179.0,418.2,24049.0,1.0,0,0.8
554,XFRM-001,2026-08-29T21:17:19,55.4,0.56,180.2,422.8,24050.0,1.0,0,0.8
555,XFRM-001,2026-08-29T22:17:19,55.8,0.53,179.7,417.0,24051.0,1.0,0,0.8
556,XFRM-001,2026-08-29T23:17:19,55.3,0.15,180.0,416.4,24052.0,1.0,0,0.8
557,XFRM-001,2026-08-30T00:17:19,55.4,0.11,180.1,418.7,24053.0,1.0,0,0.8
558,XFRM-001,2026-08-30T01:17:19,55.7,0.63,180.0,415.6,24054.0,1.0,0,0.8
559,XFRM-001,2026-08-30T02:17:19,55.6,0.18,180.4,411.4,24055.0,1.0,0,0.8
560,XFRM-001,2026-08-30T03:17:19,54.9,0.35,179.4,414.1,24056.0,1.0,0,0.8
561,XFRM-001,2026-08-30T04:17:19,55.4,0.48,180.1,414.7,24057.0,1.0,0,0.8
562,XFRM-001,2026-08-30T05:17:19,55.0,0.38,180.1,416.7,24058.0,1.0,0,0.8
563,XFRM-001,2026-08-30T06:17:19,55.1,0.17,179.6,412.7,24059.0,1.0,0,0.8
564,XFRM-001,2026-08-30T07:17:19,55.3,0.3,179.9,417.5,24060.0,1.0,0,0.8
565,XFRM-001,2026-08-30T08:17:19,55.0,0.34,179.6,417.2,24061.0,1.0,0,0.8
566,XFRM-001,2026-08-30T09:17:19,52.8,0.3,180.0,416.7,24062.0,1.0,0,0.8
567,XFRM-001,2026-08-30T10:17:19,56.0,0.51,179.8,411.6,24063.0,1.0,0,0.8
568,XFRM-001,2026-08-30T11:17:19,55.0,0.17,180.9,419.0,24064.0,1.0,0,0.8
569,XFRM-001,2026-08-30T12:17:19,54.1,0.34,181.4,415.7,24065.0,1.0,0,0.8
570,XFRM-001,2026-08-30T13:17:19,54.4,0.31,180.3,413.1,24066.0,1.0,0,0.8
571,XFRM-001,2026-08-30T14:17:19,54.4,0.67,180.3,416.9,24067.0,1.0,0,0.8
572,XFRM-001,2026-08-30T15:17:19,54.4,0.24,180.1,418.4,24068.0,1.0,0,0.8
573,XFRM-001,2026-08-30T16:17:19,55.5,0.5,179.6,418.5,24069.0,1.0,0,0.8
574,XFRM-001,2026-08-30T17:17:19,54.2,0.28,179.1,408.9,24070.0,1.0,0,0.8
575,XFRM-001,2026-08-30T18:17:19,54.0,0.29,179.8,416.3,24071.0,1.0,0,0.8
576,XFRM-001,2026-08-30T19:17:19,54.9,0.32,180.3,414.9,24072.0,1.0,0,0.8
577,XFRM-001,2026-08-30T20:17:19,55.1,0.36,179.5,412.9,24073.0,1.0,0,0.8
578,XFRM-001,2026-08-30T21:17:19,53.3,0.19,179.7,412.3,24074.0,1.0,0,0.8
579,XFRM-001,2026-08-30T22:17:19,55.1,0.5,180.0,414.5,24075.0,1.0,0,0.8
580,XFRM-001,2026-08-30T23:17:19,55.7,0.57,179.5,417.3,24076.0,1.0,0,0.8
581,XFRM-001,2026-08-31T00:17:19,53.8,0.1,180.3,410.8,24077.0,1.0,0,0.8
582,XFRM-001,2026-08-31T01:17:19,54.3,0.18,180.1,415.3,24078.0,1.0,0,0.8
583,XFRM-001,2026-08-31T02:17:19,53.1,0.52,179.9,412.0,24079.0,1.0,0,0.8
584,XFRM-001,2026-08-31T03:17:19,53.9,0.2,179.5,416.6,24080.0,1.0,0,0.8
585,XFRM-001,2026-08-31T04:17:19,56.2,0.39,179.0,415.9,24081.0,1.0,0,0.8
586,XFRM-001,2026-08-31T05:17:19,55.6,0.23,179.6,414.6,24082.0,1.0,0,0.8
587,XFRM-001,2026-08-31T06:17:19,54.1,0.35,179.2,411.5,24083.0,1.0,0,0.8
588,XFRM-001,2026-08-31T07:17:19,56.2,0.4,180.1,416.3,24084.0,1.0,0,0.8
589,XFRM-001,2026-08-31T08:17:19,54.4,0.42,180.4,416.4,24085.0,1.0,0,0.8
590,XFRM-001,2026-08-31T09:17:19,55.0,0.29,179.8,413.1,24086.0,1.0,0,0.8
591,XFRM-001,2026-08-31T10:17:19,52.4,0.21,180.1,418.4,24087.0,1.0,0,0.8
592,XFRM-001,2026-08-31T11:17:19,53.3,0.18,179.9,416.6,24088.0,1.0,0,0.8
593,XFRM-001,2026-08-31T12:17:19,54.2,0.35,180.0,412.4,24089.0,1.0,0,0.8
594,XFRM-001,2026-08-31T13:17:19,53.6,0.49,179.9,415.7,24090.0,1.0,0,0.8
595,XFRM-001,2026-08-31T14:17:19,56.1,0.46,180.3,415.3,24091.0,1.0,0,0.8
596,XFRM-001,2026-08-31T15:17:19,55.1,0.38,180.5,418.6,24092.0,1.0,0,0.8
597,XFRM-001,2026-08-31T16:17:19,54.3,0.42,179.8,413.4,24093.0,1.0,0,0.8
598,XFRM-001,2026-08-31T17:17:19,55.0,0.31,179.9,411.4,24094.0,1.0,0,0.8
599,XFRM-001,2026-08-31T18:17:19,53.5,0.46,180.1,413.6,24095.0,1.0,0,0.8
600,XFRM-001,2026-08-31T19:17:19,54.9,0.28,179.6,414.9,24096.0,1.0,0,0.8
601,XFRM-001,2026-08-31T20:17:19,55.6,0.81,179.6,416.1,24097.0,1.0,0,0.8
602,XFRM-001,2026-08-31T21:17:19,55.4,0.21,180.1,415.1,24098.0,1.0,0,0.8
603,XFRM-001,2026-08-31T22:17:19,54.0,0.35,179.8,411.0,24099.0,1.0,0,0.8
604,XFRM-001,2026-08-31T23:17:19,55.0,0.3,180.2,413.9,24100.0,1.0,0,0.8
605,XFRM-001,2026-09-01T00:17:19,54.2,0.72,179.2,416.4,24101.0,1.0,0,0.8
606,XFRM-001,2026-09-01T01:17:19,56.1,0.26,180.2,417.7,24102.0,1.0,0,0.8
607,XFRM-001,2026-09-01T02:17:19,54.4,0.51,180.2,414.6,24103.0,1.0,0,0.8
608,XFRM-001,2026-09-01T03:17:19,56.8,0.39,180.2,411.6,24104.0,1.0,0,0.8
609,XFRM-001,2026-09-01T04:17:19,55.7,0.41,180.4,416.5,24105.0,1.0,0,0.8
610,XFRM-001,2026-09-01T05:17:19,56.5,0.27,179.7,413.0,24106.0,1.0,0,0.8
611,XFRM-001,2026-09-01T06:17:19,55.5,0.38,179.8,419.1,24107.0,1.0,0,0.8
612,XFRM-001,2026-09-01T07:17:19,55.6,0.18,178.9,418.1,24108.0,1.0,0,0.8
613,XFRM-001,2026-09-01T08:17:19,55.4,0.3,179.7,415.1,24109.0,1.0,0,0.8
614,XFRM-001,2026-09-01T09:17:19,55.7,0.37,179.4,416.2,24110.0,1.0,0,0.8
615,XFRM-001,2026-09-01T10:17:19,56.6,0.49,180.6,412.5,24111.0,1.0,0,0.8
616,XFRM-001,2026-09-01T11:17:19,56.6,0.66,180.4,415.4,24112.0,1.0,0,0.8
617,XFRM-001,2026-09-01T12:17:19,52.9,0.53,180.3,415.9,24113.0,1.0,0,0.8
618,XFRM-001,2026-09-01T13:17:19,53.0,0.32,180.0,412.3,24114.0,1.0,0,0.8
619,XFRM-001,2026-09-01T14:17:19,53.1,0.21,179.6,414.5,24115.0,1.0,0,0.8
620,XFRM-001,2026-09-01T15:17:19,54.3,0.44,180.0,415.7,24116.0,1.0,0,0.8
621,XFRM-001,2026-09-01T16:17:19,55.5,0.24,179.6,413.0,24117.0,1.0,0,0.8
622,XFRM-001,2026-09-01T17:17:19,53.7,0.55,180.3,415.7,24118.0,1.0,0,0.8
623,XFRM-001,2026-09-01T18:17:19,53.7,0.39,179.4,413.0,24119.0,1.0,0,0.8
624,XFRM-001,2026-09-01T19:17:19,54.7,0.67,180.3,414.6,24120.0,1.0,0,0.8
625,XFRM-001,2026-09-01T20:17:19,55.8,0.35,180.3,413.3,24121.0,1.0,0,0.8
626,XFRM-001,2026-09-01T21:17:19,53.7,0.36,180.1,416.1,24122.0,1.0,0,0.8
627,XFRM-001,2026-09-01T22:17:19,55.7,0.19,179.3,418.0,24123.0,1.0,0,0.8
628,XFRM-001,2026-09-01T23:17:19,54.6,0.4,179.8,414.9,24124.0,1.0,0,0.8
629,XFRM-001,2026-09-02T00:17:19,54.6,0.51,179.6,413.3,24125.0,1.0,0,0.8
630,XFRM-001,2026-09-02T01:17:19,55.8,0.4,180.1,413.4,24126.0,1.0,0,0.8
631,XFRM-001,2026-09-02T02:17:19,54.1,0.49,179.2,416.0,24127.0,1.0,0,0.8
632,XFRM-001,2026-09-02T03:17:19,53.7,0.29,180.4,413.2,24128.0,1.0,0,0.8
633,XFRM-001,2026-09-02T04:17:19,55.2,0.47,179.2,421.2,24129.0,1.0,0,0.8
634,XFRM-001,2026-09-02T05:17:19,55.1,0.6,179.7,411.5,24130.0,1.0,0,0.8
635,XFRM-001,2026-09-02T06:17:19,56.3,0.38,179.5,416.6,24131.0,1.0,0,0.8
636,XFRM-001,2026-09-02T07:17:19,55.3,0.37,179.3,413.6,24132.0,1.0,0,0.8
637,XFRM-001,2026-09-02T08:17:19,56.8,0.47,180.4,417.1,24133.0,1.0,0,0.8
638,XFRM-001,2026-09-02T09:17:19,55.1,0.5,180.4,417.3,24134.0,1.0,0,0.8
639,XFRM-001,2026-09-02T10:17:19,54.7,0.18,180.9,415.0,24135.0,1.0,0,0.8
640,XFRM-001,2026-09-02T11:17:19,54.1,0.39,181.0,415.0,24136.0,1.0,0,0.8
641,XFRM-001,2026-09-02T12:17:19,55.5,0.52,180.2,413.7,24137.0,1.0,0,0.8
642,XFRM-001,2026-09-02T13:17:19,54.5,0.39,180.1,414.6,24138.0,1.0,0,0.8
643,XFRM-001,2026-09-02T14:17:19,55.3,0.51,179.7,417.2,24139.0,1.0,0,0.8
644,XFRM-001,2026-09-02T15:17:19,55.4,0.38,179.9,415.6,24140.0,1.0,0,0.8
645,XFRM-001,2026-09-02T16:17:19,55.0,0.18,180.4,416.1,24141.0,1.0,0,0.8
646,XFRM-001,2026-09-02T17:17:19,53.8,0.32,180.2,417.4,24142.0,1.0,0,0.8
647,XFRM-001,2026-09-02T18:17:19,55.2,0.26,180.3,413.4,24143.0,1.0,0,0.8
648,XFRM-001,2026-09-02T19:17:19,53.7,0.3,180.0,411.7,24144.0,1.0,0,0.8
649,XFRM-001,2026-09-02T20:17:19,55.7,0.23,179.8,414.8,24145.0,1.0,0,0.8
650,XFRM-001,2026-09-02T21:17:19,53.7,0.49,180.1,415.1,24146.0,1.0,0,0.8
651,XFRM-001,2026-09-02T22:17:19,55.9,0.41,180.6,413.9,24147.0,1.0,0,0.8
652,XFRM-001,2026-09-02T23:17:19,55.2,0.49,180.6,409.6,24148.0,1.0,0,0.8
653,XFRM-001,2026-09-03T00:17:19,53.5,0.31,180.2,409.3,24149.0,1.0,0,0.8
654,XFRM-001,2026-09-03T01:17:19,54.2,0.53,180.2,414.4,24150.0,1.0,0,0.81
655,XFRM-001,2026-09-03T02:17:19,54.5,0.44,179.7,414.1,24151.0,1.0,0,0.81
656,XFRM-001,2026-09-03T03:17:19,56.1,0.6,179.9,417.3,24152.0,1.0,0,0.81
657,XFRM-001,2026-09-03T04:17:19,55.3,0.39,180.7,411.4,24153.0,1.0,0,0.81
658,XFRM-001,2026-09-03T05:17:19,55.1,0.36,181.5,417.5,24154.0,1.0,0,0.81
659,XFRM-001,2026-09-03T06:17:19,55.5,0.7,181.0,417.5,24155.0,1.0,0,0.81
660,XFRM-001,2026-09-03T07:17:19,53.8,0.4,179.8,416.2,24156.0,1.0,0,0.81
661,XFRM-001,2026-09-03T08:17:19,53.8,0.46,179.8,415.8,24157.0,1.0,0,0.81
662,XFRM-001,2026-09-03T09:17:19,54.2,0.1,181.1,414.4,24158.0,1.0,0,0.81
663,XFRM-001,2026-09-03T10:17:19,55.4,0.16,179.9,411.4,24159.0,1.0,0,0.81
664,XFRM-001,2026-09-03T11:17:19,57.8,0.16,179.2,412.4,24160.0,1.0,0,0.81
665,XFRM-001,2026-09-03T12:17:19,56.0,0.34,179.8,415.1,24161.0,1.0,0,0.81
666,XFRM-001,2026-09-03T13:17:19,56.0,0.52,180.7,416.1,24162.0,1.0,0,0.81
667,XFRM-001,2026-09-03T14:17:19,52.9,0.32,179.9,413.8,24163.0,1.0,0,0.81
668,XFRM-001,2026-09-03T15:17:19,54.3,0.21,180.1,418.7,24164.0,1.0,0,0.81
669,XFRM-001,2026-09-03T16:17:19,56.3,0.12,180.1,416.5,24165.0,1.0,0,0.81
670,XFRM-001,2026-09-03T17:17:19,53.7,0.64,179.4,414.9,24166.0,1.0,0,0.81
671,XFRM-001,2026-09-03T18:17:19,54.9,0.32,179.7,415.6,24167.0,1.0,0,0.81
672,XFRM-001,2026-09-03T19:17:19,55.6,0.48,179.6,412.1,24168.0,1.0,0,0.81
673,ELEV-001,2026-08-27T20:17:19,28.6,0.72,34.5,407.0,9801.0,1.0,0,0.33
674,ELEV-001,2026-08-27T21:17:19,30.8,0.53,35.6,412.4,9802.0,1.0,0,0.33
675,ELEV-001,2026-08-27T22:17:19,29.1,0.66,34.5,416.8,9803.0,1.0,0,0.33
676,ELEV-001,2026-08-27T23:17:19,29.4,0.91,0.2,415.7,9803.0,0.0,0,0.33
677,ELEV-001,2026-08-28T00:17:19,30.2,0.95,6.5,414.7,9803.2,0.2,0,0.33
678,ELEV-001,2026-08-28T01:17:19,31.2,0.94,6.9,414.9,9803.4,0.2,0,0.33
679,ELEV-001,2026-08-28T02:17:19,30.3,0.65,7.6,415.8,9803.6,0.2,0,0.33
680,ELEV-001,2026-08-28T03:17:19,28.3,0.59,7.0,419.5,9803.8,0.2,0,0.33
681,ELEV-001,2026-08-28T04:17:19,30.1,0.96,0.0,416.8,9803.8,0.0,0,0.33
682,ELEV-001,2026-08-28T05:17:19,31.0,0.83,0.0,412.5,9803.8,0.0,0,0.33
683,ELEV-001,2026-08-28T06:17:19,29.9,0.52,35.1,414.6,9804.8,1.0,0,0.33
684,ELEV-001,2026-08-28T07:17:19,30.7,0.6,34.6,415.6,9805.8,1.0,0,0.33
685,ELEV-001,2026-08-28T08:17:19,28.8,0.88,34.7,411.7,9806.8,1.0,0,0.33
686,ELEV-001,2026-08-28T09:17:19,30.8,0.73,34.7,412.6,9807.8,1.0,0,0.33
687,ELEV-001,2026-08-28T10:17:19,31.8,1.13,35.2,415.7,9808.8,1.0,0,0.33
688,ELEV-001,2026-08-28T11:17:19,29.9,0.78,34.6,413.1,9809.8,1.0,0,0.33
689,ELEV-001,2026-08-28T12:17:19,30.9,0.63,35.3,414.1,9810.8,1.0,0,0.33
690,ELEV-001,2026-08-28T13:17:19,30.9,0.62,34.7,413.5,9811.8,1.0,0,0.33
691,ELEV-001,2026-08-28T14:17:19,29.2,0.88,35.6,416.7,9812.8,1.0,0,0.33
692,ELEV-001,2026-08-28T15:17:19,29.8,0.84,34.2,418.1,9813.8,1.0,0,0.33
693,ELEV-001,2026-08-28T16:17:19,29.9,0.88,35.5,414.7,9814.8,1.0,0,0.33
694,ELEV-001,2026-08-28T17:17:19,29.2,0.82,34.8,409.9,9815.8,1.0,0,0.33
695,ELEV-001,2026-08-28T18:17:19,29.1,1.1,35.6,418.3,9816.8,1.0,0,0.33
696,ELEV-001,2026-08-28T19:17:19,29.8,0.73,35.4,409.1,9817.8,1.0,0,0.33
697,ELEV-001,2026-08-28T20:17:19,31.5,0.93,34.4,417.8,9818.8,1.0,0,0.33
698,ELEV-001,2026-08-28T21:17:19,29.0,0.76,35.0,412.9,9819.8,1.0,0,0.33
699,ELEV-001,2026-08-28T22:17:19,29.2,0.78,36.0,413.2,9820.8,1.0,0,0.33
700,ELEV-001,2026-08-28T23:17:19,28.8,0.61,0.0,416.9,9820.8,0.0,0,0.33
701,ELEV-001,2026-08-29T00:17:19,29.6,0.86,6.4,415.0,9821.0,0.2,0,0.33
702,ELEV-001,2026-08-29T01:17:19,30.3,0.82,0.0,419.4,9821.0,0.0,0,0.33
703,ELEV-001,2026-08-29T02:17:19,30.4,1.03,0.2,416.1,9821.0,0.0,0,0.33
704,ELEV-001,2026-08-29T03:17:19,30.2,0.88,7.2,412.8,9821.2,0.2,0,0.33
705,ELEV-001,2026-08-29T04:17:19,28.4,0.77,6.3,414.5,9821.4,0.2,0,0.33
706,ELEV-001,2026-08-29T05:17:19,30.8,0.69,1.0,418.9,9821.4,0.0,0,0.33
707,ELEV-001,2026-08-29T06:17:19,31.6,0.89,35.5,415.1,9822.4,1.0,0,0.33
708,ELEV-001,2026-08-29T07:17:19,29.9,0.69,35.1,416.0,9823.4,1.0,0,0.33
709,ELEV-001,2026-08-29T08:17:19,29.8,0.62,34.6,416.9,9824.4,1.0,0,0.33
710,ELEV-001,2026-08-29T09:17:19,28.8,1.14,34.7,413.6,9825.4,1.0,0,0.33
711,ELEV-001,2026-08-29T10:17:19,30.3,0.87,34.9,411.1,9826.4,1.0,0,0.33
712,ELEV-001,2026-08-29T11:17:19,30.4,0.8,35.6,419.1,9827.4,1.0,0,0.33
713,ELEV-001,2026-08-29T12:17:19,29.9,0.91,35.0,411.0,9828.4,1.0,0,0.33
714,ELEV-001,2026-08-29T13:17:19,30.2,0.68,34.7,410.8,9829.4,1.0,0,0.33
715,ELEV-001,2026-08-29T14:17:19,30.0,0.84,35.9,411.7,9830.4,1.0,0,0.33
716,ELEV-001,2026-08-29T15:17:19,29.3,0.81,34.7,410.8,9831.4,1.0,0,0.33
717,ELEV-001,2026-08-29T16:17:19,30.6,1.07,34.1,416.0,9832.4,1.0,0,0.33
718,ELEV-001,2026-08-29T17:17:19,28.9,0.7,34.8,413.0,9833.4,1.0,0,0.33
719,ELEV-001,2026-08-29T18:17:19,30.0,0.73,35.9,418.8,9834.4,1.0,0,0.33
720,ELEV-001,2026-08-29T19:17:19,30.3,0.85,33.8,415.3,9835.4,1.0,0,0.33
721,ELEV-001,2026-08-29T20:17:19,31.4,0.56,34.4,414.7,9836.4,1.0,0,0.33
722,ELEV-001,2026-08-29T21:17:19,28.5,0.49,35.2,412.0,9837.4,1.0,0,0.33
723,ELEV-001,2026-08-29T22:17:19,30.5,0.9,35.5,414.6,9838.4,1.0,0,0.33
724,ELEV-001,2026-08-29T23:17:19,30.2,0.55,0.0,415.7,9838.4,0.0,0,0.33
725,ELEV-001,2026-08-30T00:17:19,28.9,0.8,0.0,420.9,9838.4,0.0,0,0.33
726,ELEV-001,2026-08-30T01:17:19,30.5,0.87,0.0,412.2,9838.4,0.0,0,0.33
727,ELEV-001,2026-08-30T02:17:19,31.0,1.0,0.9,414.8,9838.4,0.0,0,0.33
728,ELEV-001,2026-08-30T03:17:19,29.4,1.03,7.3,416.6,9838.6,0.2,0,0.33
729,ELEV-001,2026-08-30T04:17:19,31.0,0.87,0.0,414.5,9838.6,0.0,0,0.33
730,ELEV-001,2026-08-30T05:17:19,30.3,0.81,7.0,417.3,9838.8,0.2,0,0.33
731,ELEV-001,2026-08-30T06:17:19,30.2,1.04,35.5,420.9,9839.8,1.0,0,0.33
732,ELEV-001,2026-08-30T07:17:19,31.6,1.17,34.5,416.0,9840.8,1.0,0,0.33
733,ELEV-001,2026-08-30T08:17:19,29.3,0.9,35.3,415.4,9841.8,1.0,0,0.33
734,ELEV-001,2026-08-30T09:17:19,28.9,0.75,34.7,418.5,9842.8,1.0,0,0.33
735,ELEV-001,2026-08-30T10:17:19,29.6,0.8,34.9,414.3,9843.8,1.0,0,0.33
736,ELEV-001,2026-08-30T11:17:19,29.3,0.82,34.6,410.8,9844.8,1.0,0,0.33
737,ELEV-001,2026-08-30T12:17:19,29.8,0.65,34.8,416.2,9845.8,1.0,0,0.33
738,ELEV-001,2026-08-30T13:17:19,28.8,0.98,35.2,416.0,9846.8,1.0,0,0.33
739,ELEV-001,2026-08-30T14:17:19,29.9,0.77,35.4,411.7,9847.8,1.0,0,0.33
740,ELEV-001,2026-08-30T15:17:19,30.7,0.76,35.3,414.5,9848.8,1.0,0,0.33
741,ELEV-001,2026-08-30T16:17:19,29.7,0.74,35.1,414.0,9849.8,1.0,0,0.33
742,ELEV-001,2026-08-30T17:17:19,30.8,0.73,34.2,412.3,9850.8,1.0,0,0.33
743,ELEV-001,2026-08-30T18:17:19,29.4,0.89,34.9,412.9,9851.8,1.0,0,0.33
744,ELEV-001,2026-08-30T19:17:19,30.6,0.76,34.4,413.1,9852.8,1.0,0,0.33
745,ELEV-001,2026-08-30T20:17:19,28.2,0.84,34.8,412.8,9853.8,1.0,0,0.33
746,ELEV-001,2026-08-30T21:17:19,30.1,0.91,34.9,418.2,9854.8,1.0,0,0.33
747,ELEV-001,2026-08-30T22:17:19,28.7,0.86,35.3,412.6,9855.8,1.0,0,0.33
748,ELEV-001,2026-08-30T23:17:19,30.0,0.55,7.1,413.0,9856.0,0.2,0,0.33
749,ELEV-001,2026-08-31T00:17:19,29.1,0.7,7.0,411.9,9856.2,0.2,0,0.33
750,ELEV-001,2026-08-31T01:17:19,29.0,0.75,0.6,416.3,9856.2,0.0,0,0.33
751,ELEV-001,2026-08-31T02:17:19,30.6,0.65,0.0,418.5,9856.2,0.0,0,0.33
752,ELEV-001,2026-08-31T03:17:19,30.2,0.73,0.0,417.5,9856.2,0.0,0,0.33
753,ELEV-001,2026-08-31T04:17:19,30.0,0.97,0.3,414.8,9856.2,0.0,0,0.33
754,ELEV-001,2026-08-31T05:17:19,31.1,0.69,8.1,416.6,9856.4,0.2,0,0.33
755,ELEV-001,2026-08-31T06:17:19,30.1,0.89,35.4,419.7,9857.4,1.0,0,0.33
756,ELEV-001,2026-08-31T07:17:19,29.4,0.97,35.5,413.8,9858.4,1.0,0,0.33
757,ELEV-001,2026-08-31T08:17:19,29.8,0.9,35.3,416.5,9859.4,1.0,0,0.33
758,ELEV-001,2026-08-31T09:17:19,31.5,0.71,35.3,414.0,9860.4,1.0,0,0.33
759,ELEV-001,2026-08-31T10:17:19,29.1,0.9,34.2,416.0,9861.4,1.0,0,0.33
760,ELEV-001,2026-08-31T11:17:19,29.9,0.8,35.5,415.3,9862.4,1.0,0,0.33
761,ELEV-001,2026-08-31T12:17:19,27.0,1.08,35.0,412.5,9863.4,1.0,0,0.33
762,ELEV-001,2026-08-31T13:17:19,32.6,0.81,34.4,417.8,9864.4,1.0,0,0.33
763,ELEV-001,2026-08-31T14:17:19,31.6,1.2,35.2,414.0,9865.4,1.0,0,0.33
764,ELEV-001,2026-08-31T15:17:19,31.7,0.75,34.8,414.0,9866.4,1.0,0,0.33
765,ELEV-001,2026-08-31T16:17:19,28.0,0.63,35.4,412.7,9867.4,1.0,0,0.33
766,ELEV-001,2026-08-31T17:17:19,30.8,0.66,34.1,415.5,9868.4,1.0,0,0.33
767,ELEV-001,2026-08-31T18:17:19,30.0,0.72,34.9,419.4,9869.4,1.0,0,0.33
768,ELEV-001,2026-08-31T19:17:19,29.5,0.74,35.4,415.1,9870.4,1.0,0,0.33
769,ELEV-001,2026-08-31T20:17:19,30.3,0.59,35.5,415.0,9871.4,1.0,0,0.33
770,ELEV-001,2026-08-31T21:17:19,30.9,1.02,35.4,413.5,9872.4,1.0,0,0.33
