energy_id,facility_id,timestamp,electricity_usage,water_usage,hvac_usage,lighting_usage,equipment_usage,other_usage,outdoor_temp_c,occupancy_pct,is_anomaly,anomaly_score
1554,3,2026-08-06T17:00:00,135.82,25.68,69.27,37.57,24.95,12.23,30.4,100.0,0,0.0
1555,3,2026-08-06T18:00:00,95.52,17.53,44.59,26.65,18.51,8.27,32.2,74.1,0,0.0
1556,3,2026-08-06T19:00:00,88.82,17.24,47.82,24.29,15.54,8.27,28.7,64.0,0,0.0
1557,3,2026-08-06T20:00:00,90.65,22.57,43.0,26.33,16.62,7.89,29.5,63.3,0,0.0
1558,3,2026-08-06T21:00:00,27.58,5.57,13.88,8.23,5.08,2.84,27.9,26.1,0,0.0
1559,3,2026-08-06T22:00:00,31.27,5.86,10.75,8.49,5.07,2.99,28.1,26.7,0,0.0
1560,3,2026-08-06T23:00:00,30.61,4.97,15.21,8.54,5.55,2.75,27.7,20.1,0,0.0
1561,3,2026-08-07T00:00:00,24.08,5.67,13.24,7.73,4.81,2.64,28.3,11.3,0,0.0
1562,3,2026-08-07T01:00:00,28.25,5.19,12.53,8.06,5.09,2.5,28.0,22.1,0,0.0
1563,3,2026-08-07T02:00:00,26.78,4.21,11.56,6.67,5.13,2.7,30.1,23.9,0,0.0
1564,3,2026-08-07T03:00:00,27.53,5.93,14.47,7.74,4.78,2.33,28.3,25.4,0,0.0
1565,3,2026-08-07T04:00:00,29.63,5.01,14.28,8.19,4.55,2.6,31.0,18.1,0,0.0
1566,3,2026-08-07T05:00:00,27.93,5.16,15.56,7.42,5.05,2.51,31.6,17.4,0,0.0
1567,3,2026-08-07T06:00:00,55.36,5.34,38.31,9.26,5.53,2.26,32.6,24.8,1,0.0
1568,3,2026-08-07T07:00:00,105.7,20.98,52.33,26.89,18.58,10.27,33.8,69.8,0,0.0
1569,3,2026-08-07T08:00:00,357.89,23.89,57.74,27.49,17.69,9.33,32.5,84.5,1,0.5935
1570,3,2026-08-07T09:00:00,84.34,25.82,65.83,22.5,19.4,12.65,32.1,78.4,0,0.0
1571,3,2026-08-07T10:00:00,142.44,27.93,71.42,37.43,23.48,12.8,33.3,96.5,0,0.0
1572,3,2026-08-07T11:00:00,130.75,24.75,83.33,42.3,23.94,13.27,32.9,99.6,0,0.0
1573,3,2026-08-07T12:00:00,130.87,21.9,69.52,41.69,23.88,13.72,33.6,98.8,0,0.0
1574,3,2026-08-07T13:00:00,124.49,27.88,84.34,34.64,25.31,13.12,35.1,93.2,0,0.0
1575,3,2026-08-07T14:00:00,129.74,29.46,72.6,35.44,27.54,14.43,33.4,95.3,0,0.0
1576,3,2026-08-07T15:00:00,138.12,24.93,76.7,38.13,27.5,12.36,33.9,99.5,0,0.0
1577,3,2026-08-07T16:00:00,154.86,27.24,78.83,40.34,20.73,13.48,32.5,100.0,0,0.0
1578,3,2026-08-07T17:00:00,118.51,24.63,61.32,39.5,25.51,12.11,31.5,85.5,0,0.0
1579,3,2026-08-07T18:00:00,91.25,17.12,40.95,24.04,16.74,9.65,29.6,75.2,0,0.0
1580,3,2026-08-07T19:00:00,96.05,17.12,36.69,22.51,15.98,8.42,28.6,64.8,0,0.0
1581,3,2026-08-07T20:00:00,97.42,16.44,42.08,22.87,16.92,8.95,29.7,64.2,0,0.0
1582,3,2026-08-07T21:00:00,26.43,6.31,13.08,7.87,4.18,2.58,28.2,22.4,0,0.0
1583,3,2026-08-07T22:00:00,28.03,6.01,12.55,7.19,4.76,2.78,28.6,25.8,0,0.0
1584,3,2026-08-07T23:00:00,29.5,6.25,11.95,8.32,4.91,2.67,28.5,17.8,0,0.0
1585,3,2026-08-08T00:00:00,21.7,4.22,9.98,5.74,3.51,1.96,27.6,15.1,0,0.0
1586,3,2026-08-08T01:00:00,21.14,4.54,10.27,6.04,3.67,2.01,28.1,13.1,0,0.0
1587,3,2026-08-08T02:00:00,22.74,12.16,9.93,5.29,3.51,1.84,28.7,10.7,1,0.0
1588,3,2026-08-08T03:00:00,17.34,4.64,9.51,5.91,4.1,1.86,30.5,11.1,0,0.0
1589,3,2026-08-08T04:00:00,20.82,4.39,11.07,6.14,3.59,2.2,31.2,20.8,0,0.0
1590,3,2026-08-08T05:00:00,20.85,4.65,12.19,6.3,4.25,1.95,30.2,18.7,0,0.0
1591,3,2026-08-08T06:00:00,19.98,3.98,9.66,5.37,4.12,1.96,33.5,14.9,0,0.0
1592,3,2026-08-08T07:00:00,20.62,4.2,10.27,5.65,3.95,2.05,33.1,17.7,0,0.0
1593,3,2026-08-08T08:00:00,39.45,6.9,20.56,11.02,6.76,3.63,33.1,28.1,0,0.0
1594,3,2026-08-08T09:00:00,45.22,9.29,20.85,13.35,6.87,3.54,32.7,28.8,0,0.0
1595,3,2026-08-08T10:00:00,43.82,9.74,25.67,12.9,7.64,3.99,32.9,35.0,0,0.0
1596,3,2026-08-08T11:00:00,41.97,9.23,25.6,11.55,8.15,3.93,34.2,32.2,0,0.0
1597,3,2026-08-08T12:00:00,49.51,7.49,25.95,11.63,8.48,4.49,33.8,36.3,0,0.0
1598,3,2026-08-08T13:00:00,41.04,8.21,20.43,10.8,7.91,3.65,33.3,30.6,0,0.0
1599,3,2026-08-08T14:00:00,46.9,8.34,25.14,11.21,8.57,4.01,33.7,28.5,0,0.0
1600,3,2026-08-08T15:00:00,41.94,7.95,24.55,11.7,8.42,3.72,31.9,29.0,0,0.0
1601,3,2026-08-08T16:00:00,32.58,7.96,20.99,11.17,7.69,4.09,31.5,30.9,0,0.0
1602,3,2026-08-08T17:00:00,40.03,8.28,23.05,12.08,7.39,3.82,31.2,22.1,0,0.0
1603,3,2026-08-08T18:00:00,23.1,3.61,10.37,5.42,3.53,2.03,29.3,19.1,0,0.0
1604,3,2026-08-08T19:00:00,21.4,4.3,10.48,5.44,3.9,2.09,29.5,17.3,0,0.0
1605,3,2026-08-08T20:00:00,22.04,3.92,9.18,5.13,4.03,2.12,27.7,11.1,0,0.0
1606,3,2026-08-08T21:00:00,20.47,3.92,8.54,6.11,3.38,1.99,29.4,20.3,0,0.0
1607,3,2026-08-08T22:00:00,23.82,3.93,9.29,6.44,4.23,2.0,28.7,12.2,0,0.0
1608,3,2026-08-08T23:00:00,23.77,4.03,10.29,6.18,3.8,2.19,27.5,17.7,0,0.0
1609,3,2026-08-09T00:00:00,20.31,3.6,8.59,6.27,3.62,2.04,26.4,16.0,0,0.0
1610,3,2026-08-09T01:00:00,18.88,4.16,11.43,6.14,3.64,1.89,29.3,14.5,0,0.0
1611,3,2026-08-09T02:00:00,20.88,4.31,8.23,5.58,4.09,1.99,28.4,12.7,0,0.0
1612,3,2026-08-09T03:00:00,18.48,4.42,10.62,6.26,3.37,2.18,29.7,19.1,0,0.0
1613,3,2026-08-09T04:00:00,21.62,4.21,9.68,5.95,3.82,1.93,28.9,14.0,0,0.0
1614,3,2026-08-09T05:00:00,20.61,4.13,10.62,5.0,3.64,2.09,30.9,26.5,0,0.0
1615,3,2026-08-09T06:00:00,22.7,3.74,10.17,6.44,3.75,1.86,32.8,0.4,0,0.0
1616,3,2026-08-09T07:00:00,23.32,4.39,10.2,5.84,3.7,1.87,31.9,14.2,0,0.0
1617,3,2026-08-09T08:00:00,38.35,9.42,19.28,11.48,8.15,3.79,32.5,36.8,0,0.0
1618,3,2026-08-09T09:00:00,42.87,8.37,23.19,11.79,7.46,3.88,34.2,33.7,0,0.0
1619,3,2026-08-09T10:00:00,44.54,8.89,20.73,11.59,6.86,3.92,33.4,32.8,0,0.0
1620,3,2026-08-09T11:00:00,44.4,7.34,22.34,10.94,7.96,3.84,33.8,31.0,0,0.0
1621,3,2026-08-09T12:00:00,37.41,7.72,23.55,12.63,7.97,3.5,33.5,24.1,0,0.0
1622,3,2026-08-09T13:00:00,42.5,8.63,27.92,10.9,7.59,3.89,34.6,31.5,0,0.0
1623,3,2026-08-09T14:00:00,44.33,8.39,24.81,12.54,7.44,3.73,33.6,27.3,0,0.0
1624,3,2026-08-09T15:00:00,40.36,8.34,18.3,11.72,6.92,3.93,32.7,23.9,0,0.0
1625,3,2026-08-09T16:00:00,43.04,8.02,24.57,12.28,7.13,4.09,32.2,35.7,0,0.0
1626,3,2026-08-09T17:00:00,37.24,8.92,21.23,12.29,6.67,3.56,30.2,35.9,0,0.0
1627,3,2026-08-09T18:00:00,20.79,3.75,10.11,5.66,4.14,1.84,29.6,28.7,0,0.0
1628,3,2026-08-09T19:00:00,22.0,4.29,9.83,4.91,4.04,1.98,28.8,22.4,0,0.0
1629,3,2026-08-09T20:00:00,23.15,4.22,11.1,5.59,3.87,1.83,28.1,18.6,0,0.0
1630,3,2026-08-09T21:00:00,22.37,3.92,9.88,5.34,4.2,1.93,28.2,10.2,0,0.0
1631,3,2026-08-09T22:00:00,20.32,4.14,10.12,5.8,4.08,1.98,27.1,13.4,0,0.0
1632,3,2026-08-09T23:00:00,20.57,4.95,10.83,6.17,3.8,2.02,27.8,23.2,0,0.0
1633,3,2026-08-10T00:00:00,31.32,5.79,11.97,8.7,4.78,2.66,27.0,21.8,0,0.0
1634,3,2026-08-10T01:00:00,29.7,5.43,12.82,6.72,4.47,2.69,29.1,26.4,0,0.0
1635,3,2026-08-10T02:00:00,26.91,6.52,12.01,8.11,5.13,2.8,28.3,13.7,0,0.0
1636,3,2026-08-10T03:00:00,26.64,5.99,12.21,7.77,4.81,2.36,31.0,21.4,0,0.0
1637,3,2026-08-10T04:00:00,29.56,6.36,13.33,7.74,5.3,2.65,29.2,20.0,0,0.0
1638,3,2026-08-10T05:00:00,30.42,5.45,15.66,8.41,5.27,2.43,31.9,23.9,0,0.0
1639,3,2026-08-10T06:00:00,26.32,5.14,14.89,7.76,4.93,2.89,31.4,20.1,0,0.0
1640,3,2026-08-10T07:00:00,105.31,20.16,53.0,27.86,17.3,9.74,32.5,74.3,0,0.0
1641,3,2026-08-10T08:00:00,98.16,21.45,57.39,31.58,15.92,8.63,33.0,70.7,0,0.0
1642,3,2026-08-10T09:00:00,115.02,22.37,66.65,29.98,19.38,9.68,33.0,81.4,0,0.0
1643,3,2026-08-10T10:00:00,135.3,29.08,68.91,31.54,23.12,10.98,33.4,99.6,0,0.0
1644,3,2026-08-10T11:00:00,119.82,27.99,71.51,39.99,22.14,12.43,34.4,93.5,0,0.0
1645,3,2026-08-10T12:00:00,128.03,26.96,73.47,36.5,24.95,13.55,33.6,94.6,0,0.0
1646,3,2026-08-10T13:00:00,143.13,26.81,83.34,40.21,24.83,11.52,33.6,96.2,0,0.0
1647,3,2026-08-10T14:00:00,128.12,29.69,73.98,43.25,21.59,11.72,32.9,94.8,0,0.0
1648,3,2026-08-10T15:00:00,127.64,24.89,62.0,38.79,25.92,14.2,31.5,94.0,0,0.0
1649,3,2026-08-10T16:00:00,159.46,20.66,64.99,40.6,25.25,12.52,31.1,90.5,0,0.0
1650,3,2026-08-10T17:00:00,154.14,27.41,66.24,33.43,22.65,11.51,30.9,89.5,0,0.0
1651,3,2026-08-10T18:00:00,93.38,16.64,44.47,24.99,16.93,9.34,30.3,64.7,0,0.0
1652,3,2026-08-10T19:00:00,93.38,18.52,49.19,24.07,15.29,8.69,29.9,60.2,0,0.0
1653,3,2026-08-10T20:00:00,85.52,15.45,36.92,26.71,17.19,7.75,27.8,57.2,0,0.0
1654,3,2026-08-10T21:00:00,25.06,5.45,11.83,6.86,5.11,2.48,27.4,19.6,0,0.0
1655,3,2026-08-10T22:00:00,25.12,5.45,12.13,7.65,4.69,2.66,28.1,9.7,0,0.0
1656,3,2026-08-10T23:00:00,26.32,6.14,14.63,7.42,5.59,2.65,26.5,16.7,0,0.0
1657,3,2026-08-11T00:00:00,24.19,5.81,10.28,7.18,5.53,2.86,28.1,20.9,0,0.0
1658,3,2026-08-11T01:00:00,30.65,5.38,11.1,8.45,4.84,2.66,28.8,26.3,0,0.0
1659,3,2026-08-11T02:00:00,27.95,5.24,12.49,8.62,5.49,2.8,29.2,16.4,0,0.0
1660,3,2026-08-11T03:00:00,78.42,5.61,13.31,7.34,5.37,2.34,28.7,24.1,1,0.0
1661,3,2026-08-11T04:00:00,27.52,13.08,13.83,6.77,4.44,2.49,29.2,19.2,1,0.0
1662,3,2026-08-11T05:00:00,25.85,5.53,13.7,7.93,5.03,2.38,30.9,20.6,0,0.0
1663,3,2026-08-11T06:00:00,24.99,5.05,14.62,8.51,3.99,2.6,31.0,16.2,0,0.0
1664,3,2026-08-11T07:00:00,103.77,21.34,52.48,31.19,16.88,8.95,32.5,69.0,0,0.0
1665,3,2026-08-11T08:00:00,108.91,19.56,60.38,29.51,19.71,8.5,34.9,81.6,0,0.0
1666,3,2026-08-11T09:00:00,113.16,23.61,62.18,28.25,22.12,10.7,33.6,75.8,0,0.0
1667,3,2026-08-11T10:00:00,129.02,25.49,84.0,38.52,22.58,11.99,35.2,100.0,0,0.0
1668,3,2026-08-11T11:00:00,125.7,26.01,76.46,31.21,19.93,13.7,34.2,92.8,0,0.0
1669,3,2026-08-11T12:00:00,130.55,25.2,70.01,35.26,25.37,11.55,33.5,92.1,0,0.0
1670,3,2026-08-11T13:00:00,142.1,27.19,75.28,32.08,22.9,12.48,35.1,95.8,0,0.0
1671,3,2026-08-11T14:00:00,116.21,27.04,67.9,34.67,23.31,13.16,33.3,100.0,0,0.0
1672,3,2026-08-11T15:00:00,122.13,26.43,62.25,39.22,23.06,12.57,31.2,98.2,0,0.0
1673,3,2026-08-11T16:00:00,157.88,28.32,65.52,41.37,24.58,12.81,31.8,94.4,0,0.0
1674,3,2026-08-11T17:00:00,277.63,27.45,72.44,31.9,24.2,12.33,30.5,94.9,1,0.0
1675,3,2026-08-11T18:00:00,97.41,17.06,40.53,27.42,12.84,8.14,28.7,67.3,0,0.0
1676,3,2026-08-11T19:00:00,95.97,17.32,39.41,27.89,16.13,8.26,27.7,64.3,0,0.0
1677,3,2026-08-11T20:00:00,86.42,18.67,44.25,23.39,16.16,7.47,29.1,67.3,0,0.0
1678,3,2026-08-11T21:00:00,26.04,5.07,14.91,7.21,4.97,2.14,28.6,19.1,0,0.0
1679,3,2026-08-11T22:00:00,29.93,5.15,14.82,6.88,4.36,2.71,29.2,22.0,0,0.0
1680,3,2026-08-11T23:00:00,27.26,5.64,11.03,7.51,4.35,2.48,25.6,17.7,0,0.0
1681,3,2026-08-12T00:00:00,29.88,5.37,10.6,7.49,5.14,2.52,26.5,16.0,0,0.0
1682,3,2026-08-12T01:00:00,28.29,5.02,13.17,7.77,5.12,2.56,28.7,14.8,0,0.0
1683,3,2026-08-12T02:00:00,21.45,5.48,12.28,7.2,5.27,2.3,27.5,24.9,0,0.0
1684,3,2026-08-12T03:00:00,31.16,6.03,15.02,7.81,5.66,2.72,30.1,26.4,0,0.0
1685,3,2026-08-12T04:00:00,29.16,5.64,12.77,6.97,5.36,3.09,29.7,19.2,0,0.0
1686,3,2026-08-12T05:00:00,25.9,5.53,15.25,8.2,5.14,2.43,30.4,18.1,0,0.0
1687,3,2026-08-12T06:00:00,29.48,5.25,15.46,8.0,5.04,2.34,30.8,22.9,0,0.0
1688,3,2026-08-12T07:00:00,115.82,42.29,55.86,31.17,18.72,10.07,32.0,71.4,1,0.0
1689,3,2026-08-12T08:00:00,97.5,20.53,56.55,27.51,20.88,9.43,33.3,81.5,0,0.0
1690,3,2026-08-12T09:00:00,101.88,24.46,64.21,31.62,18.72,8.27,33.9,79.4,0,0.0
1691,3,2026-08-12T10:00:00,130.13,29.26,84.4,40.71,23.97,11.28,33.6,96.8,0,0.0
1692,3,2026-08-12T11:00:00,126.05,27.19,73.97,35.74,23.19,11.16,31.6,89.8,0,0.0
1693,3,2026-08-12T12:00:00,122.86,24.42,64.86,37.23,25.3,11.28,33.1,97.3,0,0.0
1694,3,2026-08-12T13:00:00,116.27,26.58,70.76,36.85,24.28,11.81,34.2,91.6,0,0.0
1695,3,2026-08-12T14:00:00,131.36,27.14,66.54,35.5,25.18,14.41,32.0,97.0,0,0.0
1696,3,2026-08-12T15:00:00,159.38,26.38,60.2,33.97,23.32,12.92,30.6,97.9,0,0.0
1697,3,2026-08-12T16:00:00,128.21,25.75,62.09,38.65,25.49,11.81,30.1,93.2,0,0.0
1698,3,2026-08-12T17:00:00,148.6,28.55,59.46,33.84,25.32,11.66,29.8,93.2,0,0.0
1699,3,2026-08-12T18:00:00,100.21,16.63,45.02,30.2,18.94,8.23,28.7,67.5,0,0.0
1700,3,2026-08-12T19:00:00,96.27,18.09,41.54,24.97,17.74,8.98,30.3,62.6,0,0.0
1701,3,2026-08-12T20:00:00,99.28,19.96,36.92,23.18,16.53,8.58,29.1,60.3,0,0.0
1702,3,2026-08-12T21:00:00,34.82,6.42,11.9,7.57,4.35,2.44,28.5,20.3,0,0.0
1703,3,2026-08-12T22:00:00,30.86,5.24,11.29,7.13,5.05,2.6,26.6,20.6,0,0.0
1704,3,2026-08-12T23:00:00,30.93,5.98,14.08,7.08,5.67,2.84,27.3,16.5,0,0.0
1705,3,2026-08-13T00:00:00,29.28,5.42,12.23,8.2,5.05,2.46,28.0,23.8,0,0.0
1706,3,2026-08-13T01:00:00,28.98,5.87,13.23,7.43,5.05,2.49,28.6,17.6,0,0.0
1707,3,2026-08-13T02:00:00,29.75,5.73,14.08,8.44,4.67,2.89,27.4,20.7,0,0.0
1708,3,2026-08-13T03:00:00,27.63,5.41,13.69,7.32,5.02,2.62,29.6,16.9,0,0.0
1709,3,2026-08-13T04:00:00,29.84,5.37,12.73,7.08,4.49,2.78,29.1,12.8,0,0.0
1710,3,2026-08-13T05:00:00,28.09,5.15,12.86,7.73,5.04,2.98,31.4,12.6,0,0.0
1711,3,2026-08-13T06:00:00,26.25,5.15,11.18,8.58,5.35,2.3,29.8,24.2,0,0.0
1712,3,2026-08-13T07:00:00,96.46,19.31,54.34,29.91,13.51,9.56,31.5,67.5,0,0.0
1713,3,2026-08-13T08:00:00,94.92,17.86,48.87,32.8,19.42,9.53,31.9,80.7,0,0.0
1714,3,2026-08-13T09:00:00,123.65,22.36,66.71,33.11,20.36,10.48,32.9,79.8,0,0.0
1715,3,2026-08-13T10:00:00,134.52,26.03,69.15,34.03,24.28,12.47,34.0,100.0,0,0.0
1716,3,2026-08-13T11:00:00,103.91,28.42,73.68,39.35,24.19,11.16,34.8,95.7,0,0.0
1717,3,2026-08-13T12:00:00,124.67,29.12,69.87,34.85,23.26,11.63,33.0,91.7,0,0.0
1718,3,2026-08-13T13:00:00,121.43,25.73,78.51,36.01,25.59,13.75,32.3,89.8,0,0.0
1719,3,2026-08-13T14:00:00,124.31,21.53,70.8,35.49,26.87,11.71,32.6,84.3,0,0.0
1720,3,2026-08-13T15:00:00,158.28,22.87,70.69,42.38,22.84,12.77,31.7,96.7,0,0.0
1721,3,2026-08-13T16:00:00,128.26,24.47,74.17,34.1,21.89,13.86,31.6,98.0,0,0.0
1722,3,2026-08-13T17:00:00,124.51,25.96,64.32,37.18,22.1,10.7,31.4,93.3,0,0.0
1723,3,2026-08-13T18:00:00,97.46,19.52,43.21,26.5,15.4,8.33,28.8,78.4,0,0.0
1724,3,2026-08-13T19:00:00,88.83,18.36,44.39,27.53,16.96,9.5,28.6,69.9,0,0.0
1725,3,2026-08-13T20:00:00,81.53,18.49,41.68,24.09,16.59,9.18,29.3,59.2,0,0.0
1726,3,2026-08-13T21:00:00,27.2,5.85,12.5,7.92,4.4,2.65,29.2,26.3,0,0.0
1727,3,2026-08-13T22:00:00,27.29,6.52,13.23,7.87,5.56,2.72,27.3,18.1,0,0.0
1728,3,2026-08-13T23:00:00,28.72,5.46,11.8,8.05,5.1,2.51,27.2,26.0,0,0.0
1729,3,2026-08-14T00:00:00,31.75,4.75,11.2,9.02,5.19,2.42,28.7,18.9,0,0.0
1730,3,2026-08-14T01:00:00,27.35,5.08,12.72,7.11,4.98,2.71,28.6,24.2,0,0.0
1731,3,2026-08-14T02:00:00,28.45,5.45,13.75,7.19,5.45,2.58,28.5,17.6,0,0.0
1732,3,2026-08-14T03:00:00,26.11,5.39,13.49,7.78,4.61,2.7,29.9,23.8,0,0.0
1733,3,2026-08-14T04:00:00,25.39,6.29,14.69,7.27,5.14,2.65,29.3,17.5,0,0.0
1734,3,2026-08-14T05:00:00,26.37,4.53,15.01,7.91,4.52,2.73,32.4,23.6,0,0.0
1735,3,2026-08-14T06:00:00,24.43,5.81,14.33,7.96,5.65,2.22,31.2,20.6,0,0.0
1736,3,2026-08-14T07:00:00,89.92,17.4,53.48,25.53,16.63,8.84,31.7,59.9,0,0.0
1737,3,2026-08-14T08:00:00,98.14,17.38,45.55,28.09,19.77,10.11,32.3,66.1,0,0.0
1738,3,2026-08-14T09:00:00,112.42,23.55,61.5,33.66,21.82,10.6,33.3,75.8,0,0.0
1739,3,2026-08-14T10:00:00,135.43,24.5,82.44,35.34,19.81,13.78,32.8,99.8,0,0.0
1740,3,2026-08-14T11:00:00,127.96,25.8,81.55,35.29,23.32,12.6,33.3,98.8,0,0.0
1741,3,2026-08-14T12:00:00,123.6,23.53,80.28,31.2,18.5,13.66,34.1,98.8,0,0.0
1742,3,2026-08-14T13:00:00,133.01,25.55,63.34,39.56,23.64,13.44,32.1,100.0,0,0.0
1743,3,2026-08-14T14:00:00,120.59,29.02,75.47,35.42,26.2,12.12,34.5,92.8,0,0.0
1744,3,2026-08-14T15:00:00,136.36,26.83,76.33,38.12,24.76,11.45,31.8,100.0,0,0.0
1745,3,2026-08-14T16:00:00,130.92,28.33,73.62,34.83,24.1,12.69,30.5,99.6,0,0.0
1746,3,2026-08-14T17:00:00,134.69,29.05,61.5,33.49,23.02,13.37,30.6,100.0,0,0.0
1747,3,2026-08-14T18:00:00,176.88,17.69,129.9,24.62,13.35,9.01,30.0,59.9,1,0.5587
1748,3,2026-08-14T19:00:00,95.84,16.87,45.9,23.06,15.87,9.51,29.5,63.4,0,0.0
1749,3,2026-08-14T20:00:00,88.73,20.31,38.53,22.31,16.68,8.16,28.6,63.5,0,0.0
1750,3,2026-08-14T21:00:00,54.16,5.84,37.76,8.74,5.24,2.43,27.7,22.2,1,0.0
1751,3,2026-08-14T22:00:00,30.47,5.93,13.04,7.4,5.59,2.66,26.7,22.3,0,0.0
1752,3,2026-08-14T23:00:00,28.08,5.47,11.73,7.33,4.7,2.75,27.3,26.0,0,0.0
1753,3,2026-08-15T00:00:00,21.94,4.29,8.55,6.13,3.62,2.07,26.4,10.3,0,0.0
1754,3,2026-08-15T01:00:00,20.73,3.87,9.99,5.77,4.06,2.19,28.3,15.4,0,0.0
1755,3,2026-08-15T02:00:00,20.68,3.73,10.37,5.9,4.37,1.7,28.5,11.6,0,0.0
1756,3,2026-08-15T03:00:00,21.53,3.89,9.0,5.54,3.31,1.88,28.2,18.3,0,0.0
1757,3,2026-08-15T04:00:00,17.62,3.85,10.76,5.64,3.87,2.0,30.8,15.0,0,0.0
1758,3,2026-08-15T05:00:00,21.31,3.68,10.96,6.07,3.92,1.85,30.9,16.9,0,0.0
1759,3,2026-08-15T06:00:00,21.42,4.21,9.59,5.88,3.8,2.16,30.7,19.6,0,0.0
1760,3,2026-08-15T07:00:00,21.6,4.3,11.17,5.69,3.69,2.11,31.8,18.0,0,0.0
1761,3,2026-08-15T08:00:00,42.85,8.16,21.78,10.88,8.58,3.71,32.3,42.9,0,0.0
1762,3,2026-08-15T09:00:00,40.88,8.52,22.69,11.97,7.54,3.63,34.0,31.8,0,0.0
1763,3,2026-08-15T10:00:00,38.1,8.41,22.85,10.49,7.09,3.64,34.2,28.3,0,0.0
1764,3,2026-08-15T11:00:00,41.99,6.92,23.31,11.36,8.02,4.43,35.0,25.5,0,0.0
1765,3,2026-08-15T12:00:00,39.7,8.77,23.1,11.97,7.52,3.94,34.1,29.2,0,0.0
1766,3,2026-08-15T13:00:00,42.94,8.29,27.1,13.13,7.41,4.04,33.7,31.0,0,0.0
1767,3,2026-08-15T14:00:00,43.27,7.88,22.18,11.57,7.5,3.95,31.8,38.5,0,0.0
1768,3,2026-08-15T15:00:00,40.0,7.57,20.06,10.3,7.24,3.72,30.6,36.8,0,0.0
1769,3,2026-08-15T16:00:00,39.17,8.61,21.16,12.98,8.28,3.65,31.1,24.6,0,0.0
1770,3,2026-08-15T17:00:00,42.14,8.64,17.72,11.5,7.54,3.57,28.8,31.2,0,0.0
1771,3,2026-08-15T18:00:00,22.19,3.74,10.36,5.63,4.38,2.06,30.4,19.6,0,0.0
1772,3,2026-08-15T19:00:00,20.43,3.84,10.19,6.73,3.77,2.01,29.9,22.4,0,0.0
1773,3,2026-08-15T20:00:00,20.78,3.81,9.11,5.75,3.33,2.21,27.3,18.8,0,0.0
1774,3,2026-08-15T21:00:00,24.47,4.31,9.85,5.78,3.77,1.62,27.8,17.6,0,0.0
1775,3,2026-08-15T22:00:00,20.34,3.8,10.05,5.27,3.52,1.89,27.8,11.7,0,0.0
1776,3,2026-08-15T23:00:00,18.07,4.58,9.96,5.82,3.43,1.81,28.5,11.0,0,0.0
1777,3,2026-08-16T00:00:00,20.85,4.38,10.76,5.27,4.03,2.24,25.0,16.3,0,0.0
1778,3,2026-08-16T01:00:00,20.95,4.08,9.35,5.75,3.8,1.8,26.8,13.5,0,0.0
1779,3,2026-08-16T02:00:00,23.08,3.93,10.91,6.63,4.02,1.94,28.3,11.4,0,0.0
1780,3,2026-08-16T03:00:00,20.52,4.23,11.59,5.61,3.81,1.79,31.1,13.7,0,0.0
1781,3,2026-08-16T04:00:00,23.25,4.09,10.12,6.12,3.52,1.73,29.2,19.9,0,0.0
1782,3,2026-08-16T05:00:00,17.59,4.4,8.54,5.85,3.73,1.85,29.5,9.4,0,0.0
1783,3,2026-08-16T06:00:00,20.94,4.04,7.64,5.02,4.06,1.87,30.4,12.0,0,0.0
1784,3,2026-08-16T07:00:00,20.36,4.12,11.08,5.74,3.62,1.79,31.5,17.6,0,0.0
1785,3,2026-08-16T08:00:00,41.19,8.24,20.46,10.19,7.1,3.85,32.0,25.4,0,0.0
1786,3,2026-08-16T09:00:00,38.33,8.73,23.75,10.39,7.1,4.31,33.2,31.9,0,0.0
1787,3,2026-08-16T10:00:00,44.27,6.85,20.63,12.53,7.24,3.68,32.4,31.7,0,0.0
1788,3,2026-08-16T11:00:00,41.86,8.66,23.62,12.4,7.23,4.28,33.0,27.3,0,0.0
1789,3,2026-08-16T12:00:00,46.74,8.06,22.94,11.69,8.99,3.94,33.4,26.1,0,0.0
1790,3,2026-08-16T13:00:00,45.05,8.34,23.82,11.96,8.1,4.44,32.1,42.1,0,0.0
1791,3,2026-08-16T14:00:00,41.22,8.54,24.78,11.94,7.7,4.05,31.5,30.0,0,0.0
1792,3,2026-08-16T15:00:00,35.45,8.09,20.51,9.36,7.27,3.99,34.0,26.9,0,0.0
1793,3,2026-08-16T16:00:00,43.34,8.87,20.98,11.71,7.68,4.14,30.8,27.8,0,0.0
1794,3,2026-08-16T17:00:00,41.76,9.69,19.1,9.75,6.54,3.9,29.7,24.2,0,0.0
1795,3,2026-08-16T18:00:00,23.32,3.95,9.1,5.08,3.67,1.99,29.6,10.0,0,0.0
1796,3,2026-08-16T19:00:00,19.44,4.36,11.49,5.19,4.08,1.89,29.5,8.6,0,0.0
1797,3,2026-08-16T20:00:00,20.06,4.21,7.85,5.59,4.05,1.99,27.4,12.6,0,0.0
1798,3,2026-08-16T21:00:00,22.8,4.5,9.65,5.67,3.79,2.01,27.8,19.6,0,0.0
1799,3,2026-08-16T22:00:00,21.92,3.94,8.91,5.3,4.15,1.74,27.1,11.2,0,0.0
1800,3,2026-08-16T23:00:00,20.56,3.98,8.4,5.56,3.93,1.58,26.8,7.7,0,0.0
1801,3,2026-08-17T00:00:00,27.33,6.38,13.5,8.43,5.33,2.73,27.6,4.1,0,0.0
